,year,geography,fips,cases_Female_Chlamydia_0-14,cases_Female_Chlamydia_15-19,cases_Female_Chlamydia_20-24,cases_Female_Chlamydia_25-29,cases_Female_Chlamydia_30-34,cases_Female_Chlamydia_35-39,cases_Female_Chlamydia_40-44,"cases_Female_Early Non-Primary, Non-Secondary Syphilis_0-14","cases_Female_Early Non-Primary, Non-Secondary Syphilis_15-19","cases_Female_Early Non-Primary, Non-Secondary Syphilis_20-24","cases_Female_Early Non-Primary, Non-Secondary Syphilis_25-29","cases_Female_Early Non-Primary, Non-Secondary Syphilis_30-34","cases_Female_Early Non-Primary, Non-Secondary Syphilis_35-39","cases_Female_Early Non-Primary, Non-Secondary Syphilis_40-44",cases_Female_Gonorrhea_0-14,cases_Female_Gonorrhea_15-19,cases_Female_Gonorrhea_20-24,cases_Female_Gonorrhea_25-29,cases_Female_Gonorrhea_30-34,cases_Female_Gonorrhea_35-39,cases_Female_Gonorrhea_40-44,cases_Female_Primary and Secondary Syphilis_0-14,cases_Female_Primary and Secondary Syphilis_15-19,cases_Female_Primary and Secondary Syphilis_20-24,cases_Female_Primary and Secondary Syphilis_25-29,cases_Female_Primary and Secondary Syphilis_30-34,cases_Female_Primary and Secondary Syphilis_35-39,cases_Female_Primary and Secondary Syphilis_40-44,cases_Male_Chlamydia_0-14,cases_Male_Chlamydia_15-19,cases_Male_Chlamydia_20-24,cases_Male_Chlamydia_25-29,cases_Male_Chlamydia_30-34,cases_Male_Chlamydia_35-39,cases_Male_Chlamydia_40-44,"cases_Male_Early Non-Primary, Non-Secondary Syphilis_0-14","cases_Male_Early Non-Primary, Non-Secondary Syphilis_15-19","cases_Male_Early Non-Primary, Non-Secondary Syphilis_20-24","cases_Male_Early Non-Primary, Non-Secondary Syphilis_25-29","cases_Male_Early Non-Primary, Non-Secondary Syphilis_30-34","cases_Male_Early Non-Primary, Non-Secondary Syphilis_35-39","cases_Male_Early Non-Primary, Non-Secondary Syphilis_40-44",cases_Male_Gonorrhea_0-14,cases_Male_Gonorrhea_15-19,cases_Male_Gonorrhea_20-24,cases_Male_Gonorrhea_25-29,cases_Male_Gonorrhea_30-34,cases_Male_Gonorrhea_35-39,cases_Male_Gonorrhea_40-44,cases_Male_Primary and Secondary Syphilis_0-14,cases_Male_Primary and Secondary Syphilis_15-19,cases_Male_Primary and Secondary Syphilis_20-24,cases_Male_Primary and Secondary Syphilis_25-29,cases_Male_Primary and Secondary Syphilis_30-34,cases_Male_Primary and Secondary Syphilis_35-39,cases_Male_Primary and Secondary Syphilis_40-44,ratePer100000_Female_Chlamydia_0-14,ratePer100000_Female_Chlamydia_15-19,ratePer100000_Female_Chlamydia_20-24,ratePer100000_Female_Chlamydia_25-29,ratePer100000_Female_Chlamydia_30-34,ratePer100000_Female_Chlamydia_35-39,ratePer100000_Female_Chlamydia_40-44,"ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_0-14","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_15-19","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_20-24","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_25-29","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_30-34","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_35-39","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_40-44",ratePer100000_Female_Gonorrhea_0-14,ratePer100000_Female_Gonorrhea_15-19,ratePer100000_Female_Gonorrhea_20-24,ratePer100000_Female_Gonorrhea_25-29,ratePer100000_Female_Gonorrhea_30-34,ratePer100000_Female_Gonorrhea_35-39,ratePer100000_Female_Gonorrhea_40-44,ratePer100000_Female_Primary and Secondary Syphilis_0-14,ratePer100000_Female_Primary and Secondary Syphilis_15-19,ratePer100000_Female_Primary and Secondary Syphilis_20-24,ratePer100000_Female_Primary and Secondary Syphilis_25-29,ratePer100000_Female_Primary and Secondary Syphilis_30-34,ratePer100000_Female_Primary and Secondary Syphilis_35-39,ratePer100000_Female_Primary and Secondary Syphilis_40-44,ratePer100000_Male_Chlamydia_0-14,ratePer100000_Male_Chlamydia_15-19,ratePer100000_Male_Chlamydia_20-24,ratePer100000_Male_Chlamydia_25-29,ratePer100000_Male_Chlamydia_30-34,ratePer100000_Male_Chlamydia_35-39,ratePer100000_Male_Chlamydia_40-44,"ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_0-14","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_15-19","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_20-24","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_25-29","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_30-34","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_35-39","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_40-44",ratePer100000_Male_Gonorrhea_0-14,ratePer100000_Male_Gonorrhea_15-19,ratePer100000_Male_Gonorrhea_20-24,ratePer100000_Male_Gonorrhea_25-29,ratePer100000_Male_Gonorrhea_30-34,ratePer100000_Male_Gonorrhea_35-39,ratePer100000_Male_Gonorrhea_40-44,ratePer100000_Male_Primary and Secondary Syphilis_0-14,ratePer100000_Male_Primary and Secondary Syphilis_15-19,ratePer100000_Male_Primary and Secondary Syphilis_20-24,ratePer100000_Male_Primary and Secondary Syphilis_25-29,ratePer100000_Male_Primary and Secondary Syphilis_30-34,ratePer100000_Male_Primary and Secondary Syphilis_35-39,ratePer100000_Male_Primary and Secondary Syphilis_40-44
10,2020 (COVID-19 Pandemic),"Adams County, IN",18001,0.0,29.0,26.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2253.3,2539.1,377.7,435.7,104.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.7,488.3,0.0,0.0,104.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.8,616.7,510.2,521.4,0.0,104.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.3,88.1,85.0,208.6,0.0,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2020 (COVID-19 Pandemic),"Adams County, MS",28001,10.0,50.0,59.0,29.0,11.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,12.0,6.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,19.0,14.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,12.0,9.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.7,6369.4,7908.8,3262.1,1361.4,653.6,256.7,0.0,0.0,0.0,112.5,0.0,0.0,0.0,0.0,1273.9,1608.6,674.9,247.5,392.2,0.0,0.0,0.0,268.1,0.0,0.0,0.0,0.0,0.0,2794.7,2072.0,1159.9,860.6,0.0,85.8,0.0,0.0,0.0,82.9,86.1,0.0,0.0,0.0,1215.1,1308.6,745.7,430.3,75.2,85.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2020 (COVID-19 Pandemic),"Adams County, ND",38001,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2020 (COVID-19 Pandemic),"Adams County, NE",31001,0.0,24.0,50.0,16.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,9.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2096.1,4625.3,1644.4,584.1,363.2,468.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.7,740.1,411.1,467.3,484.3,234.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.7,1755.9,878.0,224.7,528.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.5,334.4,195.1,786.5,317.1,0.0,0.0,81.2,0.0,0.0,0.0,0.0,0.0
14,2020 (COVID-19 Pandemic),"Adams County, OH",39001,0.0,12.0,25.0,13.0,2.0,0.0,0.0,,,,,,,,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,,,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1337.8,3453.0,1597.1,266.7,0.0,0.0,,,,,,,,0.0,111.5,276.2,122.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.5,710.2,619.6,280.1,0.0,0.0,,,,,,,,0.0,0.0,284.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2020 (COVID-19 Pandemic),"Adams County, PA",42001,1.0,35.0,60.0,13.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,13.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,1046.0,1839.9,466.8,291.7,218.6,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,245.3,179.5,72.9,0.0,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.3,601.1,441.3,107.9,107.3,144.9,0.0,0.0,30.1,0.0,0.0,0.0,36.2,0.0,178.0,150.3,135.8,36.0,107.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2020 (COVID-19 Pandemic),"Adams County, WA",53001,0.0,7.0,15.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,889.5,2304.1,1132.7,723.3,179.5,179.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.9,774.2,1391.0,604.2,183.5,192.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.9,129.0,154.6,302.1,0.0,0.0,0.0,0.0,0.0,0.0,151.1,0.0,0.0
17,2020 (COVID-19 Pandemic),"Adams County, WI",55001,1.0,4.0,14.0,7.0,1.0,1.0,0.0,,,,,,,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,3.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.7,961.5,4242.4,1939.1,275.5,244.5,0.0,,,,,,,,0.0,480.8,606.1,554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.2,222.7,521.7,164.5,527.2,0.0,,,,,,,,0.0,0.0,0.0,173.9,0.0,175.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2020 (COVID-19 Pandemic),"Addison County, VT",50001,0.0,9.0,24.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.5,1565.6,225.7,322.2,192.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.7,112.9,107.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.6,411.9,405.7,283.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,304.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2020 (COVID-19 Pandemic),"Aiken County, SC",45003,6.0,243.0,236.0,98.0,36.0,13.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,58.0,62.0,41.0,16.0,19.0,10.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,52.0,71.0,46.0,26.0,20.0,7.0,0.0,0.0,3.0,0.0,5.0,4.0,2.0,0.0,16.0,42.0,39.0,36.0,17.0,18.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,40.6,4780.6,4963.2,1760.1,649.7,241.8,81.5,0.0,0.0,21.0,35.9,18.0,0.0,0.0,20.3,1141.1,1303.9,736.4,288.8,353.4,203.9,0.0,59.0,0.0,0.0,0.0,37.2,20.4,0.0,995.4,1541.8,829.9,503.5,406.2,150.2,0.0,0.0,65.1,0.0,96.8,81.2,42.9,0.0,306.3,912.1,703.6,697.1,345.2,386.3,0.0,19.1,21.7,36.1,0.0,40.6,0.0
20,2020 (COVID-19 Pandemic),"Aitkin County, MN",27001,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,99.7,591.7,319.5,634.9,350.9,286.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.7,295.9,0.0,634.9,0.0,286.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.7,2061.9,970.9,352.1,279.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.9,0.0,352.1,0.0,0.0,0.0,0.0,0.0,323.6,0.0,0.0,0.0
21,2020 (COVID-19 Pandemic),"Alachua County, FL",12001,17.0,484.0,716.0,264.0,92.0,49.0,11.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,6.0,95.0,150.0,88.0,49.0,18.0,11.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,176.0,348.0,174.0,91.0,40.0,22.0,0.0,1.0,7.0,5.0,8.0,4.0,0.0,0.0,67.0,159.0,129.0,76.0,37.0,29.0,0.0,8.0,22.0,13.0,15.0,6.0,5.0,84.1,4287.4,3406.3,2277.4,987.9,606.7,155.6,0.0,8.9,9.5,17.3,10.7,0.0,0.0,29.7,841.5,713.6,759.1,526.1,222.9,155.6,0.0,26.6,14.3,8.6,10.7,12.4,0.0,0.0,1743.6,1744.4,1499.9,984.7,485.8,326.2,0.0,9.9,35.1,43.1,86.6,48.6,0.0,0.0,663.8,797.0,1112.0,822.4,449.4,430.0,0.0,79.3,110.3,112.1,162.3,72.9,74.1
22,2020 (COVID-19 Pandemic),"Alamance County, NC",37001,10.0,230.0,249.0,113.0,41.0,26.0,7.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,42.0,70.0,34.0,24.0,4.0,3.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,1.0,47.0,75.0,35.0,19.0,15.0,10.0,0.0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,21.0,52.0,44.0,26.0,5.0,12.0,0.0,1.0,6.0,0.0,3.0,5.0,1.0,66.4,3410.4,4227.5,1995.4,734.6,515.2,136.9,0.0,0.0,34.0,35.3,17.9,0.0,0.0,13.3,622.8,1188.5,600.4,430.0,79.3,58.7,0.0,0.0,50.9,17.7,71.7,0.0,19.6,6.3,736.4,1403.7,690.6,365.5,324.2,216.9,0.0,0.0,18.7,98.7,38.5,21.6,21.7,6.3,329.1,973.2,868.2,500.2,108.1,260.3,0.0,15.7,112.3,0.0,57.7,108.1,21.7
23,2020 (COVID-19 Pandemic),"Alameda County, CA",6001,28.0,971.0,1503.0,777.0,375.0,181.0,100.0,0.0,4.0,10.0,6.0,9.0,2.0,0.0,6.0,194.0,301.0,220.0,166.0,80.0,50.0,0.0,3.0,6.0,12.0,10.0,3.0,1.0,9.0,325.0,750.0,687.0,567.0,304.0,165.0,0.0,9.0,19.0,29.0,28.0,21.0,20.0,0.0,126.0,407.0,542.0,464.0,286.0,194.0,0.0,12.0,18.0,38.0,34.0,22.0,13.0,20.2,2067.4,3096.4,1169.7,521.1,264.9,169.5,0.0,8.5,20.6,9.0,12.5,2.9,0.0,4.3,413.1,620.1,331.2,230.7,117.1,84.7,0.0,6.4,12.4,18.1,13.9,4.4,1.7,6.2,682.1,1557.5,1012.2,772.9,443.2,279.1,0.0,18.9,39.5,42.7,38.2,30.6,33.8,0.0,264.4,845.2,798.6,632.5,416.9,328.2,0.0,25.2,37.4,56.0,46.3,32.1,22.0
24,2020 (COVID-19 Pandemic),"Alamosa County, CO",8003,0.0,19.0,28.0,12.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,19.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2657.3,3196.3,2003.3,990.1,804.8,226.2,0.0,0.0,0.0,0.0,0.0,201.2,0.0,0.0,139.9,342.5,166.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.2,0.0,555.6,2319.9,475.4,683.8,617.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.3,0.0,683.8,0.0,0.0,0.0,0.0,0.0,0.0,170.9,205.8,0.0
25,2020 (COVID-19 Pandemic),"Albany County, NY",36001,12.0,335.0,357.0,158.0,57.0,25.0,8.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,5.0,124.0,154.0,73.0,23.0,18.0,9.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,5.0,114.0,202.0,127.0,54.0,41.0,26.0,0.0,1.0,0.0,2.0,4.0,6.0,3.0,2.0,60.0,136.0,112.0,70.0,54.0,16.0,0.0,1.0,7.0,8.0,7.0,2.0,3.0,53.8,2956.5,2209.4,1465.1,594.9,260.7,95.4,0.0,8.8,6.2,55.6,0.0,0.0,0.0,22.4,1094.3,953.1,676.9,240.1,187.7,107.3,0.0,8.8,0.0,27.8,0.0,10.4,11.9,21.2,1060.1,1292.0,1181.5,554.3,438.3,318.2,0.0,9.3,0.0,18.6,41.1,64.1,36.7,8.5,557.9,869.8,1042.0,718.5,577.3,195.8,0.0,9.3,44.8,74.4,71.9,21.4,36.7
26,2020 (COVID-19 Pandemic),"Albany County, WY",56001,0.0,31.0,63.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,15.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930.3,1563.3,846.4,483.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.3,74.4,60.5,0.0,0.0,228.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.7,562.4,721.8,455.6,251.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.1,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2020 (COVID-19 Pandemic),"Albemarle County, VA",51003,0.0,24.0,93.0,52.0,26.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,9.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,46.0,32.0,25.0,12.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,12.0,13.0,7.0,6.0,3.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,498.6,2559.9,1384.1,740.7,347.5,130.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6,385.4,239.6,85.5,29.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.7,1318.4,943.4,707.6,359.5,65.8,0.0,0.0,0.0,0.0,28.3,30.0,0.0,0.0,45.3,343.9,383.3,198.1,179.7,98.7,0.0,0.0,0.0,117.9,56.6,59.9,0.0
28,2020 (COVID-19 Pandemic),"Alcona County, MI",26001,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136.4,3448.3,0.0,606.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.5,0.0,444.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2020 (COVID-19 Pandemic),"Alcorn County, MS",28003,2.0,21.0,39.0,13.0,8.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,6.0,15.0,3.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,16.0,7.0,6.0,1.0,1.0,0.0,1.0,3.0,0.0,5.0,0.0,0.0,2.0,5.0,12.0,8.0,10.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.2,1917.8,4008.2,1036.7,754.0,346.6,90.2,0.0,0.0,205.5,79.7,94.3,0.0,0.0,29.6,547.9,1541.6,239.2,471.3,346.6,90.2,0.0,0.0,102.8,0.0,94.3,0.0,0.0,0.0,829.2,1427.3,579.0,542.5,91.4,89.8,0.0,82.9,267.6,0.0,452.1,0.0,0.0,58.0,414.6,1070.5,661.7,904.2,457.0,89.8,0.0,0.0,89.2,0.0,0.0,0.0,0.0
30,2020 (COVID-19 Pandemic),"Aleutians East Borough, AK",2013,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2020 (COVID-19 Pandemic),"Aleutians West Census Area, AK",2016,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2020 (COVID-19 Pandemic),"Alexander County, IL",17003,0.0,5.0,7.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3048.8,6140.4,3424.7,4651.2,704.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5263.2,2054.8,1550.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.2,3738.3,4294.5,2127.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.7,1869.2,3067.5,2127.7,2040.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
